,circuit,conn_id,post_tnid,theta,phi,angle_from_xy,rotation_on_xy
0,LN-Basin,10041452,10041475,2.056072699631431,1.6001280790809007,0.48527637283653435,1.6001280790809007
1,LN-Basin,10104124,10104108,1.4043848717359955,-0.014167494248202047,0.1664114550589011,3.127425159341591
2,LN-Basin,10105013,10104865,1.8290347439891932,-2.192135924188213,0.25823841719429663,0.9494567294015801
3,LN-Basin,10160632,10160624,1.9421019560559545,2.8653098205821785,0.3713056292610579,2.8653098205821785
4,LN-Basin,10160686,10160671,1.1931983911641717,-0.24027688377486073,0.37759793563072486,2.9013157698149326
5,LN-Basin,10160686,6242108,1.5838305391057568,1.3950308661730968,0.013034212310860216,1.3950308661730968
6,LN-Basin,14782552,6325376,1.8143823526743366,2.1955975278987796,0.24358602587944,2.1955975278987796
7,LN-Basin,159984,159990,2.0708019763505727,1.4990559424159113,0.5000056495556762,1.4990559424159113
8,LN-Basin,17299748,6279106,1.7789136382621848,-0.09650467504330588,0.2081173114672883,3.045087978546487
9,LN-Basin,17737753,3483592,1.7060214224637487,2.7331239721700142,0.1352250956688521,2.7331239721700142
10,LN-Basin,18106697,18106694,2.6675160926373915,-0.5320792812423752,1.096719765842495,2.609513372347418
11,LN-Basin,19639502,9776512,1.9527293171326228,-1.91361790837803,0.3819329903377262,1.227974745211763
12,LN-Basin,21146265,21146264,1.3438801415808643,2.364102017397887,0.22691618521403223,2.364102017397887
13,LN-Basin,2940465,2940503,2.144653028140551,1.1039713857453535,0.5738567013456546,1.1039713857453535
14,LN-Basin,3250098,3197764,2.353626073948792,-0.6214127022970392,0.7828297471538956,2.520179951292754
15,LN-Basin,3543174,3543173,1.8132180155883277,2.5821242038411136,0.24242168879343118,2.5821242038411136
16,LN-Basin,3964855,3964875,1.6099970029158324,3.018338312466303,0.03920067612093581,3.018338312466303
17,LN-Basin,3965892,6207953,,,,
18,LN-Basin,4047426,4047447,,,,
19,LN-Basin,4047426,6272399,2.0776337226811665,0.5196999806542373,0.50683739588627,0.5196999806542373
20,LN-Basin,4168772,15650354,1.8515436076366631,-0.3504028995633738,0.2807472808417666,2.7911897540264192
21,LN-Basin,4184831,4184867,0.38199480338443226,-2.3471469596774477,1.1888015234104643,0.7944456939123454
22,LN-Basin,4199390,9779621,2.4899117712801826,0.8242423571603253,0.919115444485286,0.8242423571603253
23,LN-Basin,4199466,3509893,,,,
24,LN-Basin,4202509,6220914,1.2786748058954167,2.467915531240113,0.29212152089947985,2.467915531240113
25,LN-Basin,4203487,4203501,1.491276542046377,2.2651323612853194,0.07951978474851962,2.2651323612853194
26,LN-Basin,4305066,4305087,1.8747182046416127,3.0459504348116995,0.3039218778467161,3.0459504348116995
27,LN-Basin,4305487,9779608,1.5737390920873937,-0.356614879095189,0.0029427652924971515,2.784977774494604
28,LN-Basin,4315745,4315772,0.8513785187798769,-0.9342749212702534,0.7194178080150196,2.20731773231954
29,LN-Basin,4319902,6216845,2.4101620898428284,-1.5102277324296385,0.8393657630479319,1.6313649211601546
30,LN-Basin,4391331,4391344,1.7646125847460947,0.4371756560099676,0.19381625795119817,0.4371756560099676
31,LN-Basin,4585493,4585509,1.9762635100944395,1.5715609818270577,0.4054671832995429,1.5715609818270577
32,LN-Basin,4585635,6280786,1.482117555009721,1.0397186807161176,0.08867877178517558,1.0397186807161176
